Name,Abbrev,Status,Year,City,Country,Mass(kg),Lat_n,Long_n
Grove Mountains 090319,GRV 090319,Official,2010,Antarctica,,0.0095,72.9333,75.3167
Grove Mountains 090320,GRV 090320,Official,2010,Antarctica,,0.00104,72.9333,75.3167
Grove Mountains 090321,GRV 090321,Official,2010,Antarctica,,0.0153,72.9333,75.3167
Grove Mountains 090322,GRV 090322,Official,2010,Antarctica,,0.00378,72.9333,75.3167
Grove Mountains 090323,GRV 090323,Official,2010,Antarctica,,0.0054,72.8167,75.35
Grove Mountains 090324,GRV 090324,Official,2010,Antarctica,,0.0057,72.8167,75.35
Grove Mountains 090325,GRV 090325,Official,2010,Antarctica,,0.0283,72.8167,75.35
Grove Mountains 090326,GRV 090326,Official,2010,Antarctica,,0.00089,72.8167,75.35
Grove Mountains 090327,GRV 090327,Official,2010,Antarctica,,0.0436,72.8167,75.35
Grove Mountains 090328,GRV 090328,Official,2010,Antarctica,,0.0853,72.8167,75.35
Grove Mountains 090329,GRV 090329,Official,2010,Antarctica,,0.00224,72.8167,75.35
Grove Mountains 090330,GRV 090330,Official,2010,Antarctica,,0.00144,72.8167,75.35
Grove Mountains 090331,GRV 090331,Official,2010,Antarctica,,0.486,72.8167,75.35
Grove Mountains 090332,GRV 090332,Official,2010,Antarctica,,0.0831,72.8167,75.35
Grove Mountains 090333,GRV 090333,Official,2010,Antarctica,,0.038,72.8167,75.35
Grove Mountains 090334,GRV 090334,Official,2010,Antarctica,,0.0116,72.8167,75.35
Grove Mountains 090335,GRV 090335,Official,2010,Antarctica,,0.055,72.7667,75.3
Grove Mountains 090336,GRV 090336,Official,2010,Antarctica,,0.0137,72.7667,75.3167
Grove Mountains 090337,GRV 090337,Official,2010,Antarctica,,0.0595,72.7667,75.3
Grove Mountains 090339,GRV 090339,Official,2010,Antarctica,,0.0027,72.7667,75.3167
Grove Mountains 090340,GRV 090340,Official,2010,Antarctica,,0.00257,72.7667,75.3167
Grove Mountains 090341,GRV 090341,Official,2010,Antarctica,,0.00171,72.7667,75.3167
Grove Mountains 090343,GRV 090343,Official,2010,Antarctica,,0.00313,72.7667,75.3167
Grove Mountains 090344,GRV 090344,Official,2010,Antarctica,,0.0011,72.7667,75.3167
Grove Mountains 090345,GRV 090345,Official,2010,Antarctica,,0.00065,72.7667,75.3167
Grove Mountains 090346,GRV 090346,Official,2010,Antarctica,,0.00163,72.7667,75.3167
Grove Mountains 090347,GRV 090347,Official,2010,Antarctica,,0.0118,72.7667,75.3167
Grove Mountains 090348,GRV 090348,Official,2010,Antarctica,,0.00118,72.7667,75.3167
Grove Mountains 090349,GRV 090349,Official,2010,Antarctica,,0.0072,72.7667,75.3167
Grove Mountains 090350,GRV 090350,Official,2010,Antarctica,,0.00145,72.7667,75.3167
Grove Mountains 090351,GRV 090351,Official,2010,Antarctica,,0.0023,72.7667,75.3167
Grove Mountains 090353,GRV 090353,Official,2010,Antarctica,,0.0527,72.7667,75.3
Grove Mountains 090354,GRV 090354,Official,2010,Antarctica,,0.00131,72.7667,75.3167
Grove Mountains 090355,GRV 090355,Official,2010,Antarctica,,0.00196,72.7667,75.3167
Grove Mountains 090356,GRV 090356,Official,2010,Antarctica,,0.00195,72.7667,75.3167
Grove Mountains 090357,GRV 090357,Official,2010,Antarctica,,0.00119,72.7667,75.3167
Grove Mountains 090358,GRV 090358,Official,2010,Antarctica,,0.00138,72.7667,75.3167
Grove Mountains 090359,GRV 090359,Official,2010,Antarctica,,0.00467,72.7667,75.3167
Grove Mountains 090360,GRV 090360,Official,2010,Antarctica,,0.00308,72.7667,75.3167
Grove Mountains 090361,GRV 090361,Official,2010,Antarctica,,0.00396,72.7667,75.3167
Grove Mountains 090362,GRV 090362,Official,2010,Antarctica,,0.00083,72.7667,75.3167
Grove Mountains 090363,GRV 090363,Official,2010,Antarctica,,0.00158,72.7667,75.3167
Grove Mountains 090364,GRV 090364,Official,2010,Antarctica,,0.00179,72.7667,75.3167
Grove Mountains 090365,GRV 090365,Official,2010,Antarctica,,0.0008,72.7667,75.3167
Grove Mountains 090366,GRV 090366,Official,2010,Antarctica,,0.00127,72.7667,75.3167
Grove Mountains 090367,GRV 090367,Official,2010,Antarctica,,0.0022,72.7667,75.3167
Grove Mountains 090368,GRV 090368,Official,2010,Antarctica,,0.00354,72.7667,75.3167
Grove Mountains 090369,GRV 090369,Official,2010,Antarctica,,0.006,72.7667,75.3167
Grove Mountains 090370,GRV 090370,Official,2010,Antarctica,,0.00035,72.7667,75.3167
Grove Mountains 090371,GRV 090371,Official,2010,Antarctica,,0.006,72.7667,75.3167
Grove Mountains 090372,GRV 090372,Official,2010,Antarctica,,0.00033,72.7667,75.3167
Grove Mountains 090373,GRV 090373,Official,2010,Antarctica,,0.00383,72.7667,75.3167
Grove Mountains 090374,GRV 090374,Official,2010,Antarctica,,0.00327,72.7667,75.3167
Grove Mountains 090375,GRV 090375,Official,2010,Antarctica,,0.00159,72.7667,75.3167
Grove Mountains 090376,GRV 090376,Official,2010,Antarctica,,0.00269,72.7667,75.3167
Grove Mountains 090377,GRV 090377,Official,2010,Antarctica,,0.00062,72.7667,75.3167
Grove Mountains 090378,GRV 090378,Official,2010,Antarctica,,0.00488,72.7667,75.3167
Grove Mountains 090379,GRV 090379,Official,2010,Antarctica,,0.00233,72.7667,75.3167
Grove Mountains 090380,GRV 090380,Official,2010,Antarctica,,0.0014,72.7667,75.3167
Grove Mountains 090381,GRV 090381,Official,2010,Antarctica,,0.00104,72.7667,75.3167
Grove Mountains 090382,GRV 090382,Official,2010,Antarctica,,0.00058,72.7667,75.3167
Grove Mountains 090383,GRV 090383,Official,2010,Antarctica,,0.00149,72.7667,75.3167
Grove Mountains 090384,GRV 090384,Official,2010,Antarctica,,0.00126,72.7667,75.3167
Grove Mountains 090385,GRV 090385,Official,2010,Antarctica,,0.00264,72.7667,75.3167
Grove Mountains 090386,GRV 090386,Official,2010,Antarctica,,0.00084,72.7667,75.3167
Grove Mountains 090387,GRV 090387,Official,2010,Antarctica,,0.00368,72.7667,75.3167
Grove Mountains 090388,GRV 090388,Official,2010,Antarctica,,0.00016,72.7667,75.3167
Grove Mountains 090389,GRV 090389,Official,2010,Antarctica,,0.00108,72.7667,75.3167
Grove Mountains 090390,GRV 090390,Official,2010,Antarctica,,0.00139,72.7667,75.3167
Grove Mountains 090391,GRV 090391,Official,2010,Antarctica,,0.00242,72.7667,75.3167
Grove Mountains 090398,GRV 090398,Official,2010,Antarctica,,0.00131,72.7667,75.3167
Grove Mountains 090401,GRV 090401,Official,2010,Antarctica,,0.00107,72.7667,75.3167
Grove Mountains 090403,GRV 090403,Official,2010,Antarctica,,0.00225,72.7667,75.3167
Grove Mountains 090404,GRV 090404,Official,2010,Antarctica,,0.00097,72.7667,75.3167
Grove Mountains 090406,GRV 090406,Official,2010,Antarctica,,0.00068,72.7667,75.3167
Grove Mountains 090407,GRV 090407,Official,2010,Antarctica,,0.00431,72.7667,75.3167
Grove Mountains 090408,GRV 090408,Official,2010,Antarctica,,0.00305,72.7667,75.3167
Grove Mountains 090409,GRV 090409,Official,2010,Antarctica,,0.0058,72.7667,75.3167
Grove Mountains 090410,GRV 090410,Official,2010,Antarctica,,0.0064,72.7667,75.3167
Grove Mountains 090411,GRV 090411,Official,2010,Antarctica,,0.00423,72.7667,75.3167
Grove Mountains 090417,GRV 090417,Official,2010,Antarctica,,0.006,72.7667,75.3167
Grove Mountains 090418,GRV 090418,Official,2010,Antarctica,,0.00016,72.7667,75.3167
Grove Mountains 090419,GRV 090419,Official,2010,Antarctica,,0.00104,72.7667,75.3167
Grove Mountains 090420,GRV 090420,Official,2010,Antarctica,,0.00059,72.7667,75.3167
Grove Mountains 090421,GRV 090421,Official,2010,Antarctica,,0.00153,72.7667,75.3167
Grove Mountains 090422,GRV 090422,Official,2010,Antarctica,,0.00051,72.7667,75.3167
Grove Mountains 090423,GRV 090423,Official,2010,Antarctica,,0.00035,72.7667,75.3167
Grove Mountains 090424,GRV 090424,Official,2010,Antarctica,,0.00108,72.7667,75.3167
Grove Mountains 090435,GRV 090435,Official,2010,Antarctica,,0.00049,72.7667,75.3167
Grove Mountains 090436,GRV 090436,Official,2010,Antarctica,,0.00022,72.7667,75.3167
Grove Mountains 090437,GRV 090437,Official,2010,Antarctica,,0.00172,72.7667,75.3167
Grove Mountains 090438,GRV 090438,Official,2010,Antarctica,,0.0024,72.7667,75.3167
Grove Mountains 090439,GRV 090439,Official,2010,Antarctica,,0.00056,72.7667,75.3167
Grove Mountains 090440,GRV 090440,Official,2010,Antarctica,,0.00027,72.7667,75.3167
Grove Mountains 090441,GRV 090441,Official,2010,Antarctica,,0.00171,72.7667,75.3167
Grove Mountains 090442,GRV 090442,Official,2010,Antarctica,,0.00021,72.7667,75.3167
Grove Mountains 090443,GRV 090443,Official,2010,Antarctica,,0.00426,72.7667,75.3167
Grove Mountains 090444,GRV 090444,Official,2010,Antarctica,,0.00413,72.7667,75.3167
Grove Mountains 090445,GRV 090445,Official,2010,Antarctica,,0.005,72.7667,75.3167
Grove Mountains 090446,GRV 090446,Official,2010,Antarctica,,0.00287,72.7667,75.3167
Grove Mountains 090447,GRV 090447,Official,2010,Antarctica,,0.00039,72.7667,75.3167
Grove Mountains 090448,GRV 090448,Official,2010,Antarctica,,0.00179,72.7667,75.3167
Grove Mountains 090449,GRV 090449,Official,2010,Antarctica,,0.0084,72.7667,75.3167
Grove Mountains 090450,GRV 090450,Official,2010,Antarctica,,0.00076,72.7667,75.3167
Grove Mountains 090453,GRV 090453,Official,2010,Antarctica,,0.00093,72.7667,75.3167
Grove Mountains 090454,GRV 090454,Official,2010,Antarctica,,0.00037,72.7667,75.3167
Grove Mountains 090455,GRV 090455,Official,2010,Antarctica,,0.00162,72.7667,75.3167
Grove Mountains 090460,GRV 090460,Official,2010,Antarctica,,0.00074,72.7667,75.3167
Grove Mountains 090461,GRV 090461,Official,2010,Antarctica,,0.00019,72.7667,75.3167
Grove Mountains 090462,GRV 090462,Official,2010,Antarctica,,0.00044,72.7667,75.3167
Grove Mountains 090463,GRV 090463,Official,2010,Antarctica,,0.00229,72.7667,75.3167
Grove Mountains 090464,GRV 090464,Official,2010,Antarctica,,,72.7667,75.3167
Grove Mountains 090465,GRV 090465,Official,2010,Antarctica,,0.00181,72.7667,75.3167
Grove Mountains 090466,GRV 090466,Official,2010,Antarctica,,0.014,72.7667,75.3167
Grove Mountains 090467,GRV 090467,Official,2010,Antarctica,,0.00104,72.7667,75.3167
Grove Mountains 090468,GRV 090468,Official,2010,Antarctica,,0.0532,72.7667,75.3167
Grove Mountains 090469,GRV 090469,Official,2010,Antarctica,,0.0859,72.7667,75.3
Grove Mountains 090470,GRV 090470,Official,2010,Antarctica,,0.1293,72.7667,75.3
Grove Mountains 090471,GRV 090471,Official,2010,Antarctica,,0.0055,72.7667,75.3167
Grove Mountains 090472,GRV 090472,Official,2010,Antarctica,,0.00153,72.7667,75.3167
Grove Mountains 090473,GRV 090473,Official,2010,Antarctica,,0.00051,72.7667,75.3
Grove Mountains 090474,GRV 090474,Official,2010,Antarctica,,0.00176,72.7667,75.3167
Grove Mountains 090475,GRV 090475,Official,2010,Antarctica,,0.00034,72.7667,75.3167
Grove Mountains 090476,GRV 090476,Official,2010,Antarctica,,0.0072,72.7667,75.3167
Grove Mountains 090477,GRV 090477,Official,2010,Antarctica,,0.0585,72.7667,75.3167
Grove Mountains 090478,GRV 090478,Official,2010,Antarctica,,0.0316,72.7667,75.3167
Grove Mountains 090479,GRV 090479,Official,2010,Antarctica,,0.0663,72.7667,75.3
Grove Mountains 090480,GRV 090480,Official,2010,Antarctica,,0.056,72.7667,75.3167
Grove Mountains 090481,GRV 090481,Official,2010,Antarctica,,0.0238,72.7667,75.3
Grove Mountains 090482,GRV 090482,Official,2010,Antarctica,,0.00088,72.7667,75.3167
Grove Mountains 090483,GRV 090483,Official,2010,Antarctica,,0.0375,72.7667,75.3
Grove Mountains 090484,GRV 090484,Official,2010,Antarctica,,0.0089,72.7667,75.3167
Grove Mountains 090485,GRV 090485,Official,2010,Antarctica,,0.00098,72.7667,75.3167
Grove Mountains 090486,GRV 090486,Official,2010,Antarctica,,0.0197,72.7667,75.3167
Grove Mountains 090487,GRV 090487,Official,2010,Antarctica,,0.0019,72.7667,75.3167
Grove Mountains 090488,GRV 090488,Official,2010,Antarctica,,0.00091,72.7667,75.3167
Grove Mountains 090489,GRV 090489,Official,2010,Antarctica,,0.00082,72.7667,75.3167
Grove Mountains 090490,GRV 090490,Official,2010,Antarctica,,0.00146,72.7667,75.3167
Grove Mountains 090491,GRV 090491,Official,2010,Antarctica,,0.0392,72.7667,75.3167
Grove Mountains 090492,GRV 090492,Official,2010,Antarctica,,0.00126,72.7667,75.3167
Grove Mountains 090493,GRV 090493,Official,2010,Antarctica,,0.0023,72.7667,75.3167
Grove Mountains 090499,GRV 090499,Official,2010,Antarctica,,0.0065,72.7667,75.3167
Grove Mountains 090500,GRV 090500,Official,2010,Antarctica,,0.00172,72.7667,75.3167
Grove Mountains 090501,GRV 090501,Official,2010,Antarctica,,0.0075,72.7667,75.3167
Grove Mountains 090506,GRV 090506,Official,2010,Antarctica,,0.00362,72.7667,75.3167
Grove Mountains 090507,GRV 090507,Official,2010,Antarctica,,0.00071,72.7667,75.3167
Grove Mountains 090508,GRV 090508,Official,2010,Antarctica,,0.00052,72.7667,75.3167
Grove Mountains 090509,GRV 090509,Official,2010,Antarctica,,0.00155,72.7667,75.3167
Grove Mountains 090510,GRV 090510,Official,2010,Antarctica,,0.00052,72.7667,75.3167
Grove Mountains 090511,GRV 090511,Official,2010,Antarctica,,0.0182,72.7667,75.3167
Grove Mountains 090512,GRV 090512,Official,2010,Antarctica,,0.0234,72.7667,75.3167
Grove Mountains 090513,GRV 090513,Official,2010,Antarctica,,0.00145,72.7667,75.3167
Grove Mountains 090514,GRV 090514,Official,2010,Antarctica,,0.00169,72.7667,75.3167
Grove Mountains 090515,GRV 090515,Official,2010,Antarctica,,0.00346,72.7667,75.3167
Grove Mountains 090516,GRV 090516,Official,2010,Antarctica,,0.0053,72.7667,75.3167
Grove Mountains 090517,GRV 090517,Official,2010,Antarctica,,0.013,72.7667,75.3167
Grove Mountains 090518,GRV 090518,Official,2010,Antarctica,,0.00026,72.7667,75.3167
Grove Mountains 090519,GRV 090519,Official,2010,Antarctica,,0.0126,72.7667,75.3167
Grove Mountains 090520,GRV 090520,Official,2010,Antarctica,,0.0029,72.7667,75.3167
Grove Mountains 090521,GRV 090521,Official,2010,Antarctica,,0.0073,72.7667,75.3167
Grove Mountains 090522,GRV 090522,Official,2010,Antarctica,,0.00122,72.7667,75.3167
Grove Mountains 090523,GRV 090523,Official,2010,Antarctica,,0.00158,72.7667,75.3167
Grove Mountains 090524,GRV 090524,Official,2010,Antarctica,,0.00199,72.7667,75.3167
Grove Mountains 090525,GRV 090525,Official,2010,Antarctica,,0.00085,72.7667,75.3167
Grove Mountains 090526,GRV 090526,Official,2010,Antarctica,,,72.7667,75.3167
Grove Mountains 090527,GRV 090527,Official,2010,Antarctica,,0.00162,72.7667,75.3167
Grove Mountains 090528,GRV 090528,Official,2010,Antarctica,,0.0003,72.7667,75.3167
Grove Mountains 090529,GRV 090529,Official,2010,Antarctica,,0.00181,72.7667,75.3167
Grove Mountains 090530,GRV 090530,Official,2010,Antarctica,,0.0099,72.7667,75.3167
Grove Mountains 090531,GRV 090531,Official,2010,Antarctica,,0.00023,72.7667,75.3167
Grove Mountains 090532,GRV 090532,Official,2010,Antarctica,,0.0086,72.7667,75.3167
Grove Mountains 090533,GRV 090533,Official,2010,Antarctica,,0.0056,72.7667,75.3167
Grove Mountains 090534,GRV 090534,Official,2010,Antarctica,,0.00444,72.7667,75.3167
Grove Mountains 090541,GRV 090541,Official,2010,Antarctica,,0.00175,72.7667,75.3167
Grove Mountains 090545,GRV 090545,Official,2010,Antarctica,,0.00375,72.7667,75.3167
Grove Mountains 090546,GRV 090546,Official,2010,Antarctica,,0.00192,72.7667,75.3167
Grove Mountains 090547,GRV 090547,Official,2010,Antarctica,,0.00265,72.7667,75.3167
Grove Mountains 090548,GRV 090548,Official,2010,Antarctica,,0.0051,72.7667,75.3167
Grove Mountains 090549,GRV 090549,Official,2010,Antarctica,,0.00127,72.7667,75.3167
Grove Mountains 090553,GRV 090553,Official,2010,Antarctica,,0.0019,72.7667,75.3167
Grove Mountains 090554,GRV 090554,Official,2010,Antarctica,,,72.7667,75.3167
Grove Mountains 090555,GRV 090555,Official,2010,Antarctica,,0.00124,72.7667,75.3167
Grove Mountains 090558,GRV 090558,Official,2010,Antarctica,,0.00105,72.7667,75.3167
Grove Mountains 090559,GRV 090559,Official,2010,Antarctica,,0.00462,72.7667,75.3167
Grove Mountains 090560,GRV 090560,Official,2010,Antarctica,,0.00105,72.7667,75.3167
Grove Mountains 090563,GRV 090563,Official,2010,Antarctica,,0.0038,72.7667,75.3167
Grove Mountains 090564,GRV 090564,Official,2010,Antarctica,,0.00122,72.7667,75.3167
Grove Mountains 090565,GRV 090565,Official,2010,Antarctica,,0.00492,72.7667,75.3167
Grove Mountains 090566,GRV 090566,Official,2010,Antarctica,,0.00345,72.7667,75.3167
Grove Mountains 090567,GRV 090567,Official,2010,Antarctica,,0.00174,72.7667,75.3167
Grove Mountains 090568,GRV 090568,Official,2010,Antarctica,,0.00445,72.7667,75.3167
Grove Mountains 090569,GRV 090569,Official,2010,Antarctica,,0.00439,72.7667,75.3167
Grove Mountains 090570,GRV 090570,Official,2010,Antarctica,,0.0028,72.7667,75.3167
Grove Mountains 090571,GRV 090571,Official,2010,Antarctica,,0.0155,72.7667,75.3167
Grove Mountains 090572,GRV 090572,Official,2010,Antarctica,,0.0425,72.7667,75.3167
Grove Mountains 090573,GRV 090573,Official,2010,Antarctica,,0.0036,72.7667,75.3167
Grove Mountains 090574,GRV 090574,Official,2010,Antarctica,,0.0305,72.7667,75.3167
Grove Mountains 090575,GRV 090575,Official,2010,Antarctica,,0.0635,72.7667,75.3167
Grove Mountains 090576,GRV 090576,Official,2010,Antarctica,,0.00083,72.7667,75.3167
Grove Mountains 090577,GRV 090577,Official,2010,Antarctica,,0.00116,72.7667,75.3167
Grove Mountains 090578,GRV 090578,Official,2010,Antarctica,,0.00143,72.7667,75.3167
Grove Mountains 090579,GRV 090579,Official,2010,Antarctica,,0.00425,72.7667,75.3
Grove Mountains 090582,GRV 090582,Official,2010,Antarctica,,0.0129,72.7667,75.3167
Grove Mountains 090583,GRV 090583,Official,2010,Antarctica,,0.00268,72.7667,75.3167
Grove Mountains 090584,GRV 090584,Official,2010,Antarctica,,0.0121,72.7667,75.3167
Grove Mountains 090585,GRV 090585,Official,2010,Antarctica,,0.00122,72.7667,75.3167
Grove Mountains 090586,GRV 090586,Official,2010,Antarctica,,0.0536,72.7667,75.3167
Grove Mountains 090587,GRV 090587,Official,2010,Antarctica,,0.035,72.7667,75.3167
Grove Mountains 090590,GRV 090590,Official,2010,Antarctica,,0.0169,72.7667,75.3167
Grove Mountains 090591,GRV 090591,Official,2010,Antarctica,,0.228,72.7667,75.3
Grove Mountains 090592,GRV 090592,Official,2010,Antarctica,,0.00107,72.7667,75.3167
Grove Mountains 090593,GRV 090593,Official,2010,Antarctica,,0.0113,72.7667,75.3
Grove Mountains 090594,GRV 090594,Official,2010,Antarctica,,0.00421,72.7667,75.3167
Grove Mountains 090595,GRV 090595,Official,2010,Antarctica,,0.0094,72.7667,75.3167
Grove Mountains 090596,GRV 090596,Official,2010,Antarctica,,0.0192,72.7667,75.3167
Grove Mountains 090599,GRV 090599,Official,2010,Antarctica,,0.00141,72.7667,75.3167
Grove Mountains 090600,GRV 090600,Official,2010,Antarctica,,0.00236,72.7667,75.3167
Grove Mountains 090601,GRV 090601,Official,2010,Antarctica,,0.00396,72.7667,75.3167
Grove Mountains 090602,GRV 090602,Official,2010,Antarctica,,0.0143,72.7667,75.3167
Grove Mountains 090603,GRV 090603,Official,2010,Antarctica,,0.00215,72.7667,75.3167
Grove Mountains 090604,GRV 090604,Official,2010,Antarctica,,0.0065,72.7667,75.3167
Grove Mountains 090605,GRV 090605,Official,2010,Antarctica,,0.0131,72.7667,75.3167
Grove Mountains 090606,GRV 090606,Official,2010,Antarctica,,0.0175,72.7667,75.3167
Grove Mountains 090607,GRV 090607,Official,2010,Antarctica,,0.0291,72.7667,75.3167
Grove Mountains 090610,GRV 090610,Official,2010,Antarctica,,0.0092,72.7667,75.3167
Grove Mountains 090611,GRV 090611,Official,2010,Antarctica,,0.00215,72.7667,75.3167
Grove Mountains 090612,GRV 090612,Official,2010,Antarctica,,0.0094,72.7667,75.3167
Grove Mountains 090613,GRV 090613,Official,2010,Antarctica,,0.0052,72.7667,75.3167
Grove Mountains 090614,GRV 090614,Official,2010,Antarctica,,0.0108,72.7667,75.3167
Grove Mountains 090615,GRV 090615,Official,2010,Antarctica,,0.0018,72.7667,75.3167
Grove Mountains 090616,GRV 090616,Official,2010,Antarctica,,0.00039,72.7667,75.3167
